"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pull","29 Apr 2024, 20:52","29 Apr 2024, 21:52","","Face Pull",,"",0,"normal",24.5,15,,,
"Pull","29 Apr 2024, 20:52","29 Apr 2024, 21:52","","Face Pull",,"",1,"normal",24.5,15,,,
"Pull","29 Apr 2024, 20:52","29 Apr 2024, 21:52","","Lat Pulldown (Cable)",,"",0,"normal",57,10,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,8,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,10,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Incline Bench Press (Dumbbell)",,"",2,"normal",40,7,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Chest Dip",,"",0,"normal",,10,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Chest Dip",,"",1,"normal",,10,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Chest Dip",,"",2,"normal",,9,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Incline Chest Press (Machine)",,"",0,"normal",38,13,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Incline Chest Press (Machine)",,"",1,"normal",38,12,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Incline Chest Press (Machine)",,"",2,"normal",38,10,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Seated Shoulder Press (Machine)",,"",0,"normal",20,8,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Seated Shoulder Press (Machine)",,"",1,"normal",22.5,7,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Seated Shoulder Press (Machine)",,"",2,"normal",22.5,7,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Triceps Extension (Cable)",,"",0,"normal",12.5,12,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Triceps Extension (Cable)",,"",1,"normal",12.5,10,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Triceps Extension (Cable)",,"",2,"normal",12.5,10,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Triceps Pushdown",,"",0,"normal",15,12,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Triceps Pushdown",,"",1,"normal",15,10,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Triceps Pushdown",,"",2,"normal",15,17,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Butterfly (Pec Deck)",,"",0,"normal",40,10,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Butterfly (Pec Deck)",,"",1,"normal",40,10,,,
"Push","27 Apr 2024, 20:46","27 Apr 2024, 22:14","","Butterfly (Pec Deck)",,"",2,"normal",40,7,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Pull Up",,"",0,"normal",,13,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Pull Up",,"",1,"normal",,12,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Pull Up",,"",2,"normal",,11,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",40,12,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",40,10,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",40,10,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Preacher Curl (Machine)",,"",0,"normal",39,10,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Preacher Curl (Machine)",,"",1,"normal",32,12,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Preacher Curl (Machine)",,"",2,"normal",32,12,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Lat Pulldown (Machine)",,"",0,"normal",61,12,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Lat Pulldown (Machine)",,"",1,"normal",61,12,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Lat Pulldown (Machine)",,"",2,"normal",61,14,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Hammer Curl (Dumbbell)",,"",0,"normal",26,12,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Hammer Curl (Dumbbell)",,"",1,"normal",26,12,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Hammer Curl (Dumbbell)",,"",2,"normal",26,10,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Shrug (Smith Machine)",,"",0,"normal",49,15,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Shrug (Smith Machine)",,"",1,"normal",49,15,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Shrug (Smith Machine)",,"",2,"normal",49,15,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Face Pull",,"",0,"normal",24.5,15,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Face Pull",,"",1,"normal",24.5,15,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Face Pull",,"",2,"normal",24.5,15,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Seated Row (Machine)",,"",0,"normal",54,8,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Seated Row (Machine)",,"",1,"normal",47,12,,,
"Pull","26 Apr 2024, 20:51","26 Apr 2024, 22:10","","Seated Row (Machine)",,"",2,"normal",47,12,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Squat (Smith Machine)",,"",0,"normal",39,6,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Squat (Smith Machine)",,"",1,"normal",39,6,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Squat (Smith Machine)",,"",2,"normal",39,6,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Hanging Knee Raise",,"",0,"normal",,12,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Hanging Knee Raise",,"",1,"normal",,12,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Hanging Knee Raise",,"",2,"normal",,12,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Romanian Deadlift (Dumbbell)",,"",0,"normal",64,8,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Romanian Deadlift (Dumbbell)",,"",1,"normal",52,10,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Romanian Deadlift (Dumbbell)",,"",2,"normal",52,10,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Crunch (Machine)",,"",0,"normal",20,10,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Crunch (Machine)",,"",1,"normal",20,10,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Crunch (Machine)",,"",2,"normal",15,12,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Leg Extension (Machine)",,"",0,"normal",33,15,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Leg Extension (Machine)",,"",1,"normal",33,15,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Leg Extension (Machine)",,"",2,"normal",33,15,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Lying Leg Curl (Machine)",,"",0,"normal",39,8,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Lying Leg Curl (Machine)",,"",1,"normal",32,10,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Lying Leg Curl (Machine)",,"",2,"normal",32,10,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Leg Press (Machine)",,"",0,"normal",55,8,,,
"Core/Legs","24 Apr 2024, 20:56","24 Apr 2024, 22:18","","Treadmill",,"",0,"normal",,,1,248,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Incline Bench Press (Dumbbell)",,"",0,"normal",40,10,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Incline Bench Press (Dumbbell)",,"",1,"normal",40,8,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Incline Bench Press (Dumbbell)",,"",2,"normal",40,7,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Chest Dip",,"",0,"normal",,8,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Chest Dip",,"",1,"normal",,10,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Chest Dip",,"",2,"normal",,9,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Chest Press (Machine)",,"",0,"normal",33,8,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Chest Press (Machine)",,"",1,"normal",33,9,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Chest Press (Machine)",,"",2,"normal",33,10,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Lateral Raise (Machine)",,"",0,"normal",25,8,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Lateral Raise (Machine)",,"",1,"normal",20,12,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Lateral Raise (Machine)",,"",2,"normal",20,12,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Triceps Extension (Cable)",,"",0,"normal",15,8,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Triceps Extension (Cable)",,"",1,"normal",12.5,10,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Triceps Extension (Cable)",,"",2,"normal",12.5,10,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Triceps Pushdown",,"",0,"normal",15,10,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Triceps Pushdown",,"",1,"normal",15,10,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Triceps Pushdown",,"",2,"normal",15,12,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Butterfly (Pec Deck)",,"",0,"normal",40,10,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Butterfly (Pec Deck)",,"",1,"normal",40,10,,,
"Push","23 Apr 2024, 20:18","23 Apr 2024, 21:26","need to make rep numbers more constant","Butterfly (Pec Deck)",,"",2,"normal",40,10,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Pull Up",,"",0,"normal",,13,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Pull Up",,"",1,"normal",,12,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Pull Up",,"",2,"normal",,12,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Preacher Curl (Machine)",,"",0,"normal",39,10,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Preacher Curl (Machine)",,"",1,"normal",32,10,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Preacher Curl (Machine)",,"",2,"normal",32,10,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Seated Row (Machine)",,"",0,"normal",40,12,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Seated Row (Machine)",,"",1,"normal",40,11,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Seated Row (Machine)",,"",2,"normal",40,11,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Lat Pulldown (Cable)",,"",0,"normal",57,10,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Lat Pulldown (Cable)",,"",1,"normal",57,10,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Lat Pulldown (Cable)",,"",2,"normal",57,10,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Hammer Curl (Dumbbell)",,"",0,"normal",26,12,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Hammer Curl (Dumbbell)",,"",1,"normal",26,11,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Hammer Curl (Dumbbell)",,"",2,"normal",26,10,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Seated Row (Machine)",,"",0,"normal",40,12,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Seated Row (Machine)",,"",1,"normal",54,11,,,
"Pull","23 Apr 2024, 03:51","23 Apr 2024, 04:50","","Seated Row (Machine)",,"",2,"normal",54,10,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Squat (Smith Machine)",,"",0,"normal",29,11,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Squat (Smith Machine)",,"",1,"normal",39,7,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Squat (Smith Machine)",,"",2,"normal",39,9,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Hanging Knee Raise",,"",0,"normal",,12,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Hanging Knee Raise",,"",1,"normal",,12,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Hanging Knee Raise",,"",2,"normal",,12,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Romanian Deadlift (Dumbbell)",,"",0,"normal",40,12,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Romanian Deadlift (Dumbbell)",,"",1,"normal",44,12,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Romanian Deadlift (Dumbbell)",,"",2,"normal",64,8,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Crunch (Machine)",,"",0,"normal",20,10,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Crunch (Machine)",,"",1,"normal",20,10,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Crunch (Machine)",,"",2,"normal",15,12,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Leg Extension (Machine)",,"",0,"normal",33,10,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Leg Extension (Machine)",,"",1,"normal",26,12,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Leg Extension (Machine)",,"",2,"normal",26,12,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Seated Leg Curl (Machine)",,"",0,"normal",33,12,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Seated Leg Curl (Machine)",,"",1,"normal",33,12,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Seated Leg Curl (Machine)",,"",2,"normal",40,8,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Standing Calf Raise (Machine)",,"",0,"normal",75,8,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Standing Calf Raise (Machine)",,"",1,"normal",75,10,,,
"Core/Legs","19 Apr 2024, 21:11","19 Apr 2024, 22:34","","Treadmill",,"",0,"normal",,,1,258,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Chest Press (Machine)",,"",0,"normal",40,12,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Chest Press (Machine)",,"",1,"normal",40,10,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Chest Press (Machine)",,"",2,"normal",33,12,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Chest Dip",,"",0,"normal",,8,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Chest Dip",,"",1,"normal",,10,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Chest Dip",,"",2,"normal",,9,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Incline Bench Press (Dumbbell)",,"",0,"normal",36,8,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Incline Bench Press (Dumbbell)",,"",1,"normal",36,5,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Incline Bench Press (Dumbbell)",,"",2,"normal",36,6,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Butterfly (Pec Deck)",,"",0,"normal",33,12,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Butterfly (Pec Deck)",,"",1,"normal",40,11,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Butterfly (Pec Deck)",,"",2,"normal",40,9,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Seated Shoulder Press (Machine)",,"",0,"normal",20,8,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Seated Shoulder Press (Machine)",,"",1,"normal",20,8,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Seated Shoulder Press (Machine)",,"",2,"normal",20,8,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Triceps Pushdown",,"",0,"normal",17.5,8,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Triceps Pushdown",,"",1,"normal",15,10,,,
"Push","19 Apr 2024, 02:05","19 Apr 2024, 03:24","","Triceps Pushdown",,"",2,"normal",15,10,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Pull Up",,"",0,"normal",,13,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Pull Up",,"",1,"normal",,12,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Pull Up",,"",2,"normal",,11,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Seated Row (Machine)",,"",0,"normal",40,9,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Seated Row (Machine)",,"",1,"normal",33,11,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Seated Row (Machine)",,"",2,"normal",33,12,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Preacher Curl (Machine)",,"",0,"normal",39,10,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Preacher Curl (Machine)",,"",1,"normal",39,8,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Preacher Curl (Machine)",,"",2,"normal",32,10,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Lat Pulldown (Machine)",,"",0,"normal",61,10,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Lat Pulldown (Machine)",,"",1,"normal",54,12,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Lat Pulldown (Machine)",,"",2,"normal",54,12,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Hammer Curl (Dumbbell)",,"",0,"normal",24,12,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Hammer Curl (Dumbbell)",,"",1,"normal",24,12,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Hammer Curl (Dumbbell)",,"",2,"normal",24,10,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Face Pull",,"",0,"normal",20,15,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Face Pull",,"",1,"normal",20,15,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Face Pull",,"",2,"normal",20,15,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Pull Up",,"",0,"normal",,11,,,
"Pull","18 Apr 2024, 03:41","18 Apr 2024, 04:45","","Pull Up",,"",1,"normal",,7,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Pull Up",,"",0,"normal",,13,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Pull Up",,"",1,"normal",,12,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Pull Up",,"",2,"normal",,12,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Bicep Curl (Dumbbell)",,"",0,"normal",26,12,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Bicep Curl (Dumbbell)",,"",1,"normal",26,10,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Bicep Curl (Dumbbell)",,"",2,"normal",26,10,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Bent Over Row (Barbell)",,"",0,"normal",40,12,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Bent Over Row (Barbell)",,"",1,"normal",40,12,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Bent Over Row (Barbell)",,"",2,"normal",40,12,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Hammer Curl (Dumbbell)",,"",0,"normal",26,12,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Hammer Curl (Dumbbell)",,"",1,"normal",26,12,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Hammer Curl (Dumbbell)",,"",2,"normal",26,12,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Dumbbell Row",,"",0,"normal",20,12,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Dumbbell Row",,"",1,"normal",20,12,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Dumbbell Row",,"",2,"normal",20,12,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Concentration Curl",,"",0,"normal",17,10,,,
"Pull","14 Apr 2024, 03:43","14 Apr 2024, 04:57","","Concentration Curl",,"",1,"normal",17,8,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Incline Bench Press (Dumbbell)",,"",0,"normal",36,12,,,8.5
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Incline Bench Press (Dumbbell)",,"",1,"normal",36,12,,,9
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Incline Bench Press (Dumbbell)",,"",2,"normal",36,10,,,10
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Cable Kickback",,"",0,"normal",16,20,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Cable Kickback",,"",1,"normal",16,20,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Cable Kickback",,"",2,"normal",16,15,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Bench Press (Dumbbell)",,"",0,"normal",40,10,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Bench Press (Dumbbell)",,"",1,"normal",40,10,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Bench Press (Dumbbell)",,"",2,"normal",40,9,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Chest Fly (Dumbbell)",,"",0,"normal",20,12,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Chest Fly (Dumbbell)",,"",1,"normal",20,12,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Chest Fly (Dumbbell)",,"",2,"normal",20,12,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Overhead Press (Dumbbell)",,"",0,"normal",30,10,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Overhead Press (Dumbbell)",,"",1,"normal",30,10,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Overhead Press (Dumbbell)",,"",2,"normal",30,8,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Lateral Raise (Dumbbell)",,"",0,"normal",16,12,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Lateral Raise (Dumbbell)",,"",1,"normal",16,12,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Front Raise (Dumbbell)",,"",0,"normal",16,15,,,
"Push","8 Apr 2024, 04:02","8 Apr 2024, 05:09","","Push Up",,"",0,"normal",,20,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Pull Up",,"",0,"normal",,13,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Pull Up",,"",1,"normal",,13,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Pull Up",,"",2,"normal",,12,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Bicep Curl (Dumbbell)",,"",0,"normal",26,10,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Bicep Curl (Dumbbell)",,"",1,"normal",26,10,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Bicep Curl (Dumbbell)",,"",2,"normal",26,10,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Bent Over Row (Barbell)",,"",0,"normal",40,12,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Bent Over Row (Barbell)",,"",1,"normal",40,12,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Bent Over Row (Barbell)",,"",2,"normal",40,12,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Hammer Curl (Dumbbell)",,"",0,"normal",26,12,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Hammer Curl (Dumbbell)",,"",1,"normal",26,12,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Hammer Curl (Dumbbell)",,"",2,"normal",26,12,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Dumbbell Row",,"",0,"normal",20,12,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Dumbbell Row",,"",1,"normal",20,12,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Dumbbell Row",,"",2,"normal",20,12,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Concentration Curl",,"",0,"normal",17,10,,,
"Pull","7 Apr 2024, 04:07","7 Apr 2024, 05:18","","Concentration Curl",,"",1,"normal",17,8,,,
